JOIN_SN,JOIN_SN_TYP,BTH_YR,GENDER,IS_KRN
1933748,1,2007,2,1
705496,1,2006,2,1
500798,1,1950,2,1
540479,1,1976,2,1
379980,1,1963,1,1
1658303,1,1999,2,1
1053679,1,2010,2,1
1356236,1,1961,1,1
1014694,1,1959,1,1
1619179,1,1996,2,1
247839,1,1940,2,1
1765147,1,1953,1,1
596632,1,1948,2,1
900825,1,1946,2,1
960474,1,1956,1,1
1814528,1,2010,1,1
1576278,1,2010,1,1
885559,1,2007,1,1
1088466,1,1966,1,1
1387317,1,1968,1,1
1009945,1,1963,1,1
1121373,1,2003,2,1
1591459,1,1962,1,1
1456238,1,2003,2,1
234754,1,1987,1,1
809943,1,1971,2,1
269410,1,1970,2,1
52966,1,1951,1,1
1387824,1,1952,1,1
620971,1,1996,2,1
813516,1,1974,1,1
1903659,1,1974,2,1
688649,1,1990,2,1
1074291,1,1975,2,1
1662807,1,1955,2,1
1779394,1,1993,2,1
1350441,1,1983,2,1
746686,1,1972,2,1
557996,1,1991,1,1
1103745,1,1998,1,1
1482573,1,1970,1,1
358271,1,2007,1,1
723501,1,1964,2,1
494449,1,1980,2,1
886902,1,1966,1,1
1198560,1,1980,2,1
1433350,1,1955,1,1
537791,1,1969,2,1
124717,1,1944,2,1
1165377,1,1991,1,1
1137941,1,1952,1,1
791353,1,1977,1,1
541506,1,2010,1,1
219022,1,1997,1,1
1856500,1,1983,1,1
884464,1,1967,1,1
995579,1,1949,1,1
341323,1,1983,1,1
234634,1,1982,1,1
254569,1,1941,1,1
1521448,1,1958,2,1
1736251,1,2010,1,1
1765332,1,1974,1,1
767666,1,1993,2,1
1701244,1,1964,2,1
1747525,1,2002,2,1
1826028,1,2010,2,1
1257991,1,1997,2,1
134639,1,1960,2,1
591332,1,1959,2,1
1100297,1,1953,2,1
958299,1,1983,2,1
961086,1,1985,2,1
1878745,1,1943,2,1
654437,1,1989,2,1
815329,1,2003,2,1
218281,1,1995,1,1
528426,1,1970,1,1
1398735,1,1993,2,1
1014559,1,2010,2,1
772621,1,1985,2,1
171498,1,1961,1,1
1571716,1,2006,2,1
1213868,1,1990,2,1
699135,1,1970,1,1
871100,1,1991,1,1
455675,1,1993,2,1
1492153,1,1990,1,1
1869020,1,2008,1,1
36237,1,1956,1,1
570150,1,1955,2,1
1390740,1,2010,1,1
1608414,1,1969,1,1
356997,1,1976,2,1
537591,1,1998,2,1
533290,1,2010,2,1
1825975,1,2008,2,1
943219,1,1959,1,1
241599,1,1948,2,1
923920,1,1963,1,1
939693,1,1975,1,1
414607,1,1987,1,1
382950,1,1957,1,1
1023554,1,1954,2,1
659314,1,1975,1,1
1790267,1,1944,1,1
1359556,1,1974,2,1
1139680,1,1987,1,1
1861689,1,1984,2,1
1423158,1,1979,1,1
284094,1,1946,2,1
1617879,1,1948,1,1
1120019,1,1999,1,1
458510,1,2010,1,1
185695,1,1977,2,1
1522836,1,1994,1,1
67087,1,1971,1,1
43524,1,1997,2,1
1591003,1,1973,1,1
565634,1,1978,2,1
764575,1,1957,1,1
526065,1,1966,1,1
1948222,1,1992,1,1
646307,1,1990,1,1
18311,1,1965,2,1
1550988,1,1981,1,1
264752,1,1972,2,1
868203,1,1958,1,1
220522,1,1962,1,1
101823,1,2010,2,1
1111806,1,1992,1,1
612701,1,1957,2,1
789689,1,2010,2,1
398593,1,1997,1,1
348695,1,2009,2,1
243782,1,2000,1,1
502601,1,1984,1,1
1181808,1,1951,2,1
1612080,1,1980,1,1
760606,1,2004,2,1
635223,1,1991,2,1
1464208,1,1946,1,1
1631240,1,1950,1,1
1230087,1,1945,2,1
939387,1,2010,1,1
47836,1,2010,1,1
1696509,1,1966,2,1
644719,1,1937,2,1
1315096,1,2002,1,1
590355,1,2004,2,1
1714727,1,1980,2,1
700316,1,2001,1,1
1740016,1,2001,1,1
1390970,1,1936,2,1
159806,1,1985,2,1
1539293,1,2005,2,1
495102,1,1959,2,1
687892,1,1957,2,1
213904,1,1992,1,1
1098051,1,1992,1,1
1416280,1,1971,1,1
549903,1,2004,2,1
1303438,1,1943,1,1
705869,1,1979,1,1
1944661,1,1995,2,1
1869891,1,1998,1,1
1766435,1,1980,2,1
1852995,1,2008,1,1
140444,1,1958,1,1
689082,1,1971,2,1
1172775,1,1999,2,1
1494110,1,1952,2,1
63285,1,2010,1,1
599695,1,1953,2,1
266321,1,2005,2,1
1730808,1,1995,2,1
503455,3,0000,0,0
1373014,1,2010,1,1
501648,1,1960,2,1
1526621,1,1952,1,1
1202500,1,1957,2,1
1633780,1,1935,2,1
588355,1,2005,1,1
277937,1,1952,2,1
1447666,1,1957,2,1
723076,1,1954,2,1
1323859,1,2006,1,1
1911783,1,1958,1,1
1790546,1,1979,1,1
1065311,1,1974,1,1
754489,1,1948,1,1
1118937,1,1978,2,1
1308543,1,1946,2,1
1224012,1,1955,2,1
1584585,1,1960,1,1
1821804,1,1948,2,1
696024,1,1984,1,1
1172549,1,1975,2,1
748914,1,1972,1,1
1804798,1,1967,1,1
279979,1,1951,1,1
183866,1,1958,1,1
882130,1,1969,2,1
646999,1,2010,1,1
437994,1,1937,2,1
1324041,1,1987,1,1
964716,1,2005,1,1
637710,1,1950,1,1
398013,1,2007,2,1
499599,1,1938,1,1
1926965,1,1993,2,1
818277,1,1940,1,1
757276,1,1948,1,1
766208,1,1952,1,1
862862,1,1962,1,1
1215573,1,1993,2,1
119134,1,1973,2,1
1595722,1,1991,1,1
212332,1,1951,2,1
690300,1,1952,1,1
1749459,1,1950,1,1
1610208,1,1962,2,1
622061,1,2001,2,1
969877,1,1995,1,1
1853742,1,2010,1,1
651482,1,2010,2,1
441403,1,1960,1,1
1307361,1,1990,2,1
570122,1,1959,1,1
187973,1,1935,1,1
37411,1,1988,1,1
1600262,1,1981,1,1
846920,1,1994,1,1
1495293,1,1965,1,1
1581923,1,1972,1,1
1941786,1,1936,1,1
659145,1,1966,1,1
1909044,1,2010,2,1
407479,1,1959,2,1
876795,1,1945,2,1
942978,1,1946,1,1
1938486,1,1956,1,1
941997,1,1963,1,1
1066414,1,1957,1,1
793747,1,1996,2,1
27188,1,1945,2,1
608004,1,1993,2,1
1050847,1,1972,1,1
1918785,1,1977,1,1
1011485,1,2002,2,1
17891,1,1939,1,1
406510,1,1948,1,1
188398,1,1969,2,1
465011,1,1997,1,1
78326,1,1961,1,1
373650,1,1959,2,1
409068,1,2001,1,1
816156,1,1950,1,1
401161,1,2010,2,1
712135,1,1953,1,1
22306,1,2005,2,1
1641161,3,0000,0,0
614463,1,2008,1,1
11995,1,1967,2,1
1845743,1,2010,1,1
241473,1,1976,1,1
24976,1,1945,1,1
620579,1,1992,1,1
299778,1,1943,2,1
1573403,1,1995,2,1
1948792,1,1972,2,1
541661,1,1935,2,1
659364,1,2010,2,1
1798527,1,1971,1,1
732532,1,2010,2,1
700849,1,1995,1,1
771489,1,1973,2,1
287331,1,1960,1,1
1142988,1,2010,2,1
1527029,1,1994,1,1
1183600,1,1977,1,1
1329125,1,2001,1,1
240093,1,2000,2,1
1562471,1,1957,2,1
950728,1,1976,1,1
1720150,1,1971,2,1
1892803,1,1964,2,1
1365251,1,1946,1,1
357505,1,1964,2,1
1830459,1,2005,2,1
689326,1,2010,1,1
985363,1,1993,2,1
1617603,1,1997,1,1
1820781,1,2003,2,1
1809260,1,1943,1,1
966297,1,2005,1,1
490439,1,1957,2,1
773549,1,1990,2,1
1526831,1,1946,1,1
1913378,1,2005,2,1
1710370,1,2002,2,1
253301,1,1999,2,1
508161,1,1964,2,1
1733404,3,0000,0,0
32266,1,1947,1,1
1235052,1,2010,1,1
215571,1,2007,2,1
1492907,1,1979,2,1
967085,1,1992,1,1
737038,1,1949,2,1
1257566,1,2006,1,1
1497405,1,1982,1,1
35338,1,1958,2,1
1129519,1,2010,2,1
1926980,1,1968,2,1
78789,1,1989,2,1
135020,1,1973,2,1
1351168,1,2007,2,1
534550,1,2006,2,1
905448,1,2010,1,1
143375,1,1997,1,1
1587238,1,1960,1,1
67791,1,1996,2,1
970038,1,1954,2,1
1899039,1,2010,2,1
1043127,1,2006,1,1
1917996,1,1998,1,1
421485,1,1997,2,1
1186054,1,1935,1,1
1082911,1,1951,2,1
1755349,1,1982,2,1
1530249,1,1937,2,1
1791096,1,1984,1,1
425966,1,1974,2,1
383791,1,1988,2,1
556108,1,2002,2,1
1475323,3,0000,0,0
902661,1,2010,1,1
1228214,1,1963,2,1
839368,1,1978,2,1
777302,1,1940,1,1
1379249,1,1971,1,1
10788,1,1935,1,1
891273,1,1958,2,1
1007079,1,1992,2,1
185864,1,1973,2,1
776359,1,1979,2,1
462271,1,1976,1,1
1238617,1,2010,2,1
1062455,1,2010,1,1
52864,1,1984,1,1
1367937,1,1969,2,1
1839996,1,2007,2,1
454583,1,1976,2,1
1025822,1,2006,1,1
1956986,1,1935,2,1
933295,1,1972,1,1
500413,1,1983,2,1
659408,1,2009,1,1
336935,1,1940,1,1
1125924,1,1940,1,1
751166,1,1939,2,1
148656,1,2010,2,1
678557,1,2008,1,1
1111586,1,2001,2,1
1748100,1,1966,2,1
1136453,1,2005,1,1
827064,1,1953,1,1
1170235,1,1975,2,1
1895818,1,1986,1,1
701212,1,1969,1,1
1319986,1,1973,2,1
618409,1,1983,2,1
151690,1,1943,2,1
907291,1,1963,1,1
258320,1,1994,1,1
1669280,1,1993,1,1
1666126,1,1952,2,1
91850,1,1958,1,1
740570,3,0000,0,0
1763642,1,1985,1,1
1067670,1,1972,2,1
1211970,1,1994,2,1
415480,1,2010,1,1
1191334,1,1970,1,1
461586,1,1991,2,1
471672,1,1987,1,1
571312,1,2010,2,1
903439,1,2007,1,1
1269951,1,1976,1,1
1080464,1,2010,2,1
641340,1,1935,1,1
1204191,1,1985,2,1
74597,1,1963,2,1
204231,1,1991,2,1
1499914,1,1980,2,1
381494,1,1979,1,1
1399630,1,1967,2,1
323841,1,2010,2,1
568897,1,1976,2,1
1618110,1,1976,2,1
1025357,1,1951,1,1
743144,1,2010,1,1
1020635,1,1986,1,1
451189,1,2010,1,1
1722892,1,1958,2,1
1779409,1,1950,2,1
861383,1,1978,1,1
1916603,1,1952,2,1
135926,1,2006,1,1
1306329,1,1977,1,1
1341306,1,1981,1,1
461759,1,1977,2,1
680975,1,1974,1,1
1486554,1,2004,1,1
230730,1,1950,2,1
1890469,1,1966,2,1
744444,1,1960,1,1
1584708,1,1960,1,1
1467188,1,1980,1,1
1512829,1,1946,1,1
864911,1,1953,1,1
1806010,1,1986,2,1
562545,1,1947,2,1
16453,1,2001,1,1
1202681,1,1977,2,1
740293,1,1971,1,1
1301781,1,1983,2,1
305376,1,1939,1,1
1347504,1,1993,1,1
1914149,1,2005,2,1
148447,1,1962,2,1
480406,1,1966,1,1
962353,1,2004,2,1
1432516,1,1997,1,1
805497,1,1946,1,1
616792,1,1988,2,1
1549847,1,1935,1,1
1936783,1,1973,1,1
1539013,1,2010,2,1
799801,1,2010,2,1
933361,3,0000,0,0
1040187,1,1986,1,1
98754,1,1996,1,1
1685097,1,2010,1,1
1024014,1,1958,2,1
939808,1,1944,2,1
502469,1,1942,2,1
1878953,1,1935,1,1
1276238,1,2001,2,1
1278803,1,1938,1,1
1951989,1,1946,1,1
1368073,3,0000,0,0
1025242,1,1958,2,1
1143179,1,2010,2,1
422506,1,1993,1,1
1706823,1,2010,2,1
108242,1,1979,1,1
1369939,1,1961,2,1
1297508,1,1982,2,1
249716,1,2002,2,1
981840,1,1987,2,1
107865,1,1989,2,1
1761832,1,1998,1,1
200464,1,1999,1,1
657555,1,2010,1,1
1685787,1,2002,2,1
358443,1,2003,2,1
1287802,1,1988,2,1
66054,1,1955,1,1
225617,1,1993,1,1
1150279,1,2010,1,1
897145,1,1953,2,1
1702589,1,1984,1,1
472948,1,2002,2,1
1241268,1,2010,1,1
390933,1,2010,1,1
529899,1,1985,1,1
307852,1,1960,1,1
1463579,1,1950,2,1
1586924,1,1942,2,1
883715,1,1987,2,1
613166,1,1965,2,1
1315592,1,2001,2,1
345336,1,1962,1,1
1707853,1,1953,2,1
1047228,1,2008,1,1
461750,1,1942,2,1
1452517,1,1993,2,1
234822,1,2010,1,1
313431,1,1958,2,1
139072,1,1946,1,1
534123,1,1985,1,1
1060605,1,1988,1,1
1570376,1,1975,1,1
320434,1,2003,1,1
1767774,1,1970,1,1
625078,1,2010,1,1
1090581,1,1966,1,1
1240139,1,2006,1,1
1893130,1,1984,1,1
246638,1,1974,1,1
413920,1,1956,1,1
1156276,1,1959,1,1
714599,1,2010,2,1
204053,1,1965,2,1
1680174,1,1989,1,1
281325,1,1993,2,1
1270918,1,1979,2,1
1370087,1,1977,1,1
851389,1,1971,1,1
1472718,1,1992,2,1
39275,1,2010,2,1
1884331,1,1993,1,1
1746797,1,1978,2,1
1294676,1,1986,1,1
1058798,1,1974,2,1
741019,1,1996,1,1
1336775,1,1990,1,1
531754,1,1959,2,1
540958,1,1998,2,1
1886707,1,1935,1,1
771379,1,1995,2,1
1443563,1,1972,2,1
1436599,1,1944,1,1
160588,3,0000,0,0
948130,1,2005,1,1
777148,1,1958,2,1
1007930,1,1966,1,1
129479,1,1954,2,1
1625398,1,2007,2,1
526947,1,1951,1,1
225004,1,1999,1,1
727554,1,1970,1,1
473424,1,2009,2,1
1848161,1,1976,2,1
528890,1,1935,1,1
1117637,1,2006,1,1
1163671,1,1986,1,1
1631148,1,2002,1,1
600621,1,1999,2,1
904937,1,2009,1,1
1297328,1,2010,2,1
1396181,1,1997,2,1
508991,1,1994,2,1
990246,1,1998,1,1
138954,1,2010,2,1
332408,1,1961,2,1
1925062,1,1975,1,1
1448649,1,1958,1,1
1929178,1,1992,1,1
1097415,1,1958,2,1
1659241,1,2010,1,1
587129,1,1955,1,1
1255294,1,1985,1,1
1102231,1,2001,1,1
335382,1,2001,2,1
323364,1,2002,2,1
1742098,1,1983,2,1
542476,1,1980,2,1
444015,1,1984,1,1
1003218,1,1961,1,1
334293,1,1971,1,1
1640537,1,2008,1,1
1774864,1,1976,1,1
1722060,1,1947,2,1
1028700,1,1998,2,1
617196,1,1982,2,1
240908,1,1974,1,1
499380,1,1938,2,1
1605963,1,2010,1,1
1645767,1,1985,2,1
1369509,1,1967,1,1
1343673,1,1965,2,1
1155950,1,1967,2,1
93634,1,1980,2,1
1915744,1,1950,1,1
517240,1,2001,2,1
755266,3,0000,0,0
1031882,1,1998,1,1
1124972,1,1964,1,1
755473,1,1950,1,1
1214196,1,2004,2,1
1567526,1,2010,1,1
62991,1,1974,1,1
326985,1,2007,1,1
1588074,1,1996,2,1
88751,1,1955,1,1
1671251,1,1972,1,1
722770,1,1997,2,1
288023,1,1972,2,1
48561,1,1986,1,1
1360592,1,1955,2,1
836778,1,1982,1,1
330198,1,1987,2,1
1620442,1,1964,1,1
732976,1,2003,1,1
672846,1,2010,1,1
849917,1,2006,1,1
1862307,1,1949,1,1
565798,1,1996,1,1
886279,1,2010,2,1
246637,1,2004,2,1
1732975,1,1988,1,1
818532,1,1935,2,1
661729,1,1986,1,1
434775,1,2008,2,1
128075,1,1990,1,1
1340595,1,1947,1,1
1858654,1,1957,2,1
995300,1,1982,2,1
1425623,1,1963,1,1
480756,1,1935,2,1
1346155,1,1985,1,1
1704846,1,2007,1,1
1836711,1,1998,2,1
1759382,1,1959,1,1
662988,1,1991,2,1
1492183,1,2010,1,1
896041,1,1969,1,1
79256,1,1957,2,1
678290,1,1977,2,1
1544827,1,1984,1,1
531215,1,1987,2,1
264403,1,1984,2,1
1050797,1,1960,1,1
1219769,3,0000,0,0
1912394,1,1992,1,1
248031,1,1972,1,1
341023,1,2003,2,1
1507344,1,1937,2,1
1545354,1,1953,2,1
1451507,1,2010,1,1
17575,1,1995,2,1
590734,1,1993,2,1
9612,1,1941,2,1
646077,1,2006,1,1
746392,1,1935,1,1
216690,1,1997,1,1
783035,1,1949,1,1
1757119,1,1984,2,1
1119590,1,1976,1,1
762448,1,1969,2,1
1609985,1,1964,1,1
364659,1,1950,2,1
18993,1,1962,2,1
245164,1,1999,2,1
915959,1,2004,2,1
246358,1,1953,2,1
1910577,1,1986,1,1
631950,1,1975,2,1
1852679,1,1947,2,1
1825016,1,2009,1,1
1854139,1,1965,2,1
81437,1,2007,1,1
468851,1,1987,2,1
597071,1,2000,2,1
720357,1,1955,1,1
1214153,1,2010,1,1
968804,1,1974,2,1
649984,1,1964,2,1
1265483,1,1938,2,1
1315257,1,2010,2,1
892810,1,1997,1,1
1727058,1,2010,2,1
868460,1,1935,2,1
1168354,1,1941,2,1
471037,1,1952,1,1
1558824,1,2009,1,1
588011,1,1968,1,1
1424682,1,2010,1,1
615891,1,2002,2,1
1489508,1,1945,1,1
973170,1,1960,1,1
1398507,1,1979,2,1
582778,1,1988,1,1
1411412,1,1953,1,1
1814400,1,1959,1,1
522730,1,1938,2,1
319800,1,2010,2,1
1896550,1,2002,1,1
21382,1,1992,2,1
1504893,1,2003,2,1
798799,1,2007,1,1
1210259,1,2010,1,1
1213898,1,1996,2,1
1670552,1,1981,1,1
971742,1,1988,1,1
1098842,1,2004,2,1
273915,1,1977,2,1
348715,1,1956,1,1
1647620,1,1993,2,1
1706205,1,2010,1,1
756264,1,2001,2,1
872915,1,1962,2,1
444978,1,2001,2,1
1692740,1,2004,1,1
1165557,1,1990,1,1
872467,1,1937,2,1
1267844,1,2010,2,1
276094,1,1995,1,1
1053091,1,1988,2,1
1375026,1,1935,2,1
676760,1,1967,1,1
1197388,1,2010,1,1
1170647,1,1964,1,1
906715,1,1960,2,1
1710959,1,2000,2,1
364896,1,1999,1,1
1096663,1,1962,1,1
368654,1,2008,1,1
397388,1,1959,2,1
1023202,1,1955,1,1
641238,1,1991,2,1
89571,1,1960,1,1
85779,1,2002,2,1
1703461,1,1996,2,1
316659,1,1936,2,1
483067,1,1935,2,1
817022,1,1965,1,1
1035112,1,1979,1,1
1245631,1,1966,1,1
911066,3,0000,0,0
996067,1,1947,1,1
170494,1,1996,2,1
1074730,1,1989,2,1
1721660,1,1967,2,1
1512737,1,1996,1,1
799266,1,1994,2,1
1388895,1,2008,1,1
1040993,1,2010,1,1
1255319,3,0000,0,0
1829377,1,2010,1,1
710559,1,1964,2,1
557917,1,1950,1,1
1807443,1,1992,2,1
1349396,1,1985,1,1
822238,1,2010,2,1
1243548,1,2010,2,1
1764810,1,2010,1,1
428285,1,1976,2,1
243832,1,1975,2,1
1037983,1,2010,2,1
621223,1,1998,1,1
1304295,1,1981,1,1
1133520,1,1998,1,1
1688002,1,1953,1,1
71712,1,1982,1,1
1465659,1,2010,1,1
701764,1,1977,2,1
586912,1,1976,1,1
1006206,1,1960,1,1
1507508,1,1955,2,1
1912998,1,2010,1,1
1713272,1,1982,2,1
1472781,1,1940,1,1
1819337,1,1980,1,1
206123,1,1979,2,1
1766618,1,1985,2,1
858220,3,0000,0,0
1683454,1,1955,1,1
1248472,1,1985,1,1
1208652,1,1964,1,1
1741290,1,1980,2,1
408844,1,1939,2,1
205626,1,1958,2,1
1198859,1,2004,2,1
1167011,1,1971,2,1
623416,1,1997,2,1
156916,1,1978,2,1
1749355,1,2001,1,1
1332715,1,2001,2,1
1298588,1,1966,2,1
1853142,1,1968,1,1
1817740,1,1980,2,1
885681,1,1938,1,1
706663,1,2009,2,1
789726,1,1975,1,1
1278669,1,1983,1,1
1630515,1,1985,2,1
1448074,1,2010,1,1
349958,1,2003,2,1
1310258,1,2000,1,1
501894,1,1992,2,1
1646025,1,1981,2,1
1415227,1,1967,1,1
780132,1,1973,1,1
647337,1,1965,2,1
1721973,1,1996,2,1
1870402,1,1981,1,1
497208,1,1993,1,1
797490,1,1988,2,1
1835233,1,2004,2,1
576570,1,1978,1,1
1147449,1,1990,2,1
1810269,1,1991,1,1
500131,1,1983,2,1
1933171,1,1957,2,1
1181196,1,1976,1,1
1162908,1,1992,2,1
630655,1,1980,1,1
602932,1,2000,2,1
1713389,1,2010,1,1
1840045,1,1994,1,1
827478,1,2010,1,1
989152,1,1986,2,1
331413,1,1997,2,1
790819,1,1999,1,1
604426,3,0000,0,0
336426,1,1949,1,1
1354358,1,1957,1,1
375369,1,1967,2,1
1579475,1,2000,1,1
625024,1,1955,1,1
506191,1,2010,2,1
371937,1,1995,2,1
684360,1,1994,2,1
458097,1,2005,1,1
432500,1,1996,1,1
19231,1,1976,1,1
99209,1,2010,2,1
1292785,1,1974,2,1
804079,1,1998,1,1
542411,1,1961,1,1
543324,1,1976,2,1
624454,1,1957,1,1
1260615,1,1986,2,1
1384009,1,1996,2,1
963267,1,1986,1,1
695341,1,1977,2,1
426426,1,1984,2,1
629977,1,1985,1,1
725788,1,1972,2,1
443818,1,1982,2,1
1899931,1,2004,2,1
107385,1,2007,1,1
1400232,1,1952,1,1
452352,1,1986,2,1
1011146,1,1978,2,1
1687941,1,1963,1,1
1959102,1,1949,2,1
101248,1,1982,2,1
1488334,1,1970,1,1
1525943,1,1970,1,1
735671,1,1955,2,1
365329,1,1952,2,1
1170143,1,1973,2,1
1798162,1,2002,2,1
1656133,1,1976,2,1
680570,1,1976,1,1
500108,3,0000,0,0
1763992,1,1943,1,1
557842,1,1979,1,1
941430,1,1992,1,1
202207,1,1960,1,1
1920538,1,1947,2,1
745519,1,1941,2,1
800784,1,1970,2,1
1312435,1,2006,1,1
929215,1,1989,1,1
1128255,1,1966,1,1
1471636,1,1954,1,1
1784949,1,1993,2,1
233027,1,1971,2,1
1261510,1,2010,1,1
250814,1,1953,2,1
852979,1,2006,1,1
1137787,1,1973,2,1
992958,1,2010,2,1
542376,1,2001,1,1
1498009,1,1971,2,1
1574823,1,1944,2,1
1238259,1,1971,2,1
1208019,3,0000,0,0
1663577,1,1973,1,1
276139,1,2008,1,1
1774763,1,1959,2,1
1263734,1,1984,2,1
980247,1,2000,2,1
1560792,1,1935,2,1
1445688,1,2006,1,1
780888,1,1947,2,1
651352,1,1936,1,1
1574756,1,1973,1,1
1041237,1,1944,2,1
1630052,1,1986,1,1
280491,1,1969,2,1
120378,1,1982,2,1
1457191,1,1959,1,1
134120,1,1970,1,1
852246,1,1993,2,1
1442677,3,0000,0,0
773962,1,2009,1,1
1429484,1,1971,1,1
131435,1,1961,1,1
145252,1,1989,1,1
1759544,1,1978,1,1
968390,1,1985,1,1
1914203,1,1947,2,1
1401906,1,2005,2,1
1732406,1,2007,2,1
348135,3,0000,0,0
41427,1,1958,1,1
650167,1,1969,1,1
680672,1,1970,1,1
890515,1,1994,2,1
1190338,1,1972,2,1
42613,1,2010,1,1
1554157,1,2010,2,1
1882416,1,1954,1,1
788475,1,2010,1,1
952087,3,0000,0,0
338635,1,1971,2,1
1314966,1,1976,1,1
1931230,1,1972,2,1
1878851,1,1964,1,1
310017,1,1995,2,1
1649298,1,2001,2,1
1673680,1,1937,2,1
728573,1,1960,1,1
1727884,1,1980,1,1
302136,1,1959,1,1
1387542,1,1970,2,1
1048535,1,1991,2,1
249354,1,1964,2,1
131081,1,1998,2,1
1321855,1,1958,2,1
1215690,1,1973,1,1
1695694,1,1969,2,1
1951565,1,1984,2,1
963848,1,1963,2,1
21593,1,1935,1,1
92802,1,2010,2,1
53675,1,1949,1,1
443119,1,1970,2,1
1736516,1,1983,2,1
1497403,1,1957,1,1
748136,1,1936,1,1
418305,1,2009,2,1
1411977,1,2005,1,1
1563188,1,1974,1,1
1001781,1,2010,1,1
1942549,1,1959,2,1
1584905,1,1988,1,1
899907,1,1953,1,1
364621,1,1964,1,1
705245,1,1985,1,1
874640,1,1997,2,1
860822,1,1953,1,1
426564,3,0000,0,0
247096,1,2009,2,1
91692,1,2006,2,1
232267,1,1975,2,1
34654,1,1960,2,1
132858,1,2005,1,1
663544,1,2010,1,1
739049,1,2010,2,1
352697,1,1985,2,1
838372,1,1977,1,1
1620690,1,1959,1,1
1604791,1,2001,1,1
437692,1,1996,2,1
492609,1,1955,1,1
1471781,1,1981,1,1
170624,1,1973,1,1
1043657,1,1989,1,1
311215,1,1994,2,1
273240,1,1985,1,1
1114640,1,2010,2,1
1944230,1,2006,1,1
626582,1,2002,1,1
1444038,1,2010,2,1
1750657,1,1963,1,1
947456,1,1995,2,1
239231,1,1958,2,1
1470710,1,1953,2,1
1683772,1,1939,2,1
472021,1,1965,2,1
94212,1,1981,2,1
1626608,1,2010,1,1
1133789,1,2005,1,1
1593680,1,1988,2,1
759157,1,1973,1,1
927584,1,1981,2,1
1590453,1,1954,2,1
868305,1,1953,1,1
817367,1,2010,1,1
608914,1,2010,2,1
1317688,1,1972,1,1
709405,1,1950,1,1
351855,1,1991,1,1
230700,1,1968,1,1
1425501,1,1961,1,1
1426874,1,1940,2,1
1328473,1,1941,1,1
442221,1,1986,2,1
1902391,1,1957,1,1
661498,1,1991,1,1
1773990,1,1996,1,1
979202,1,2008,2,1
1349175,1,1986,2,1
783115,1,1991,1,1
451647,1,1975,1,1
1889309,1,1947,2,1
1570744,1,1953,2,1
1907894,1,1958,2,1
182460,1,1998,2,1
1882356,1,1995,2,1
449910,1,1971,2,1
244274,1,1995,2,1
42691,1,1963,1,1
348921,1,1945,2,1
1531678,1,1965,2,1
138581,1,1992,1,1
440701,1,1976,1,1
1351330,1,1974,1,1
725846,1,2001,1,1
251638,1,1995,2,1
770751,1,1995,1,1
522613,1,2005,2,1
1173494,1,1964,2,1
220912,1,1966,2,1
278764,1,1957,2,1
1743330,1,1935,1,1
846510,1,1970,2,1
152770,1,1969,1,1
827037,1,1957,2,1
1747973,1,1984,1,1
1312370,1,1978,2,1
870742,1,1959,1,1
1499224,1,1960,2,1
216036,1,2000,2,1
125856,1,1978,1,1
224292,1,1978,2,1
733728,1,1967,1,1
280612,1,1973,2,1
166601,1,1941,2,1
170143,1,1970,1,1
789128,1,1971,1,1
880534,1,1946,2,1
589768,1,2004,2,1
36353,1,2000,2,1
1461015,1,2010,2,1
947207,1,1938,1,1
1804329,1,1985,1,1
966045,1,2001,2,1
1567873,1,1972,2,1
633998,1,1967,2,1
1043685,1,1977,1,1
169354,1,2010,2,1
508335,1,1997,2,1
615963,1,1935,2,1
140026,1,1970,1,1
1419351,1,2003,2,1
599251,1,1967,1,1
498715,1,1999,1,1
240550,1,1951,2,1
1819208,1,2010,2,1
1571260,1,1996,2,1
1762388,1,1992,1,1
1607253,1,1950,1,1
1358352,1,1954,2,1
493452,1,1936,2,1
50827,1,1935,2,1
1095847,1,2007,1,1
384280,1,1945,1,1
1008661,1,1997,1,1
1691633,1,2007,2,1
651871,1,2010,1,1
145268,3,0000,0,0
595421,1,1935,2,1
1904719,1,1955,2,1
107029,1,2010,1,1
1915931,1,1938,1,1
77889,1,1997,1,1
60716,1,1987,1,1
858242,1,1945,1,1
268296,1,2005,2,1
1515715,1,1941,2,1
808862,1,1995,1,1
792329,1,1961,2,1
404728,1,1999,1,1
653317,1,1991,1,1
1492234,1,2009,1,1
730176,1,1995,2,1
1815298,1,1935,2,1
402745,1,1998,1,1
819490,1,1969,2,1
879120,1,1988,1,1
952010,1,1990,2,1
1300842,1,2002,2,1
503773,1,1948,1,1
1898540,1,1960,2,1
1272051,1,1964,2,1
605278,1,2010,1,1
1344610,1,1957,1,1
1741775,1,1990,2,1
1658717,1,1972,2,1
414172,1,1986,2,1
46442,1,1951,2,1
1660839,1,1958,2,1
89259,1,1983,2,1
529033,1,2008,2,1
222859,1,1985,1,1
680143,1,1993,2,1
1166313,1,1979,1,1
832630,1,2008,2,1
1436285,1,1977,2,1
1703968,1,2003,2,1
732254,1,2010,1,1
728386,1,1950,1,1
1564644,1,1974,1,1
892193,1,1981,2,1
168461,1,2000,1,1
1922469,1,2000,2,1
408336,1,2010,2,1
697700,1,1968,1,1
560375,1,1963,2,1
496349,1,1960,1,1
571917,1,2009,2,1
