JOIN_SN,JOIN_SN_TYP,BIZ_SN,BIZ_TYP_CD,BIZ_GIS_CD
984612,1,120992,4000,24
1876396,1,72847,6000,31
1107199,3,184008,4000,36
1408839,1,130782,5000,11
1850185,1,185517,9000,34
734657,1,4061,3000,23
255648,1,53095,0000,22
192946,1,96139,4000,11
982093,1,110479,6000,23
950747,1,95394,0000,31
1081547,1,12899,8000,25
984852,1,165172,4000,11
564209,1,150432,5000,25
1728685,1,189735,4000,21
1567009,1,143857,3000,35
618135,1,62278,0000,22
1524902,1,27756,6000,36
1291802,1,168047,3000,21
899844,1,126781,4000,31
613166,1,173105,4000,21
1020729,3,5206,4000,25
86306,1,42520,0000,11
127761,1,12980,0000,31
966069,1,12968,5000,99
60636,1,6099,0000,31
717710,1,19292,7000,31
1415760,1,150173,4000,31
1944389,1,189485,6000,31
1612819,1,2071,0000,38
1546880,1,51977,4000,11
1635156,1,163998,0000,31
867566,1,166026,1000,33
1190976,1,74848,6000,31
1624971,1,67110,8000,23
1194856,1,119911,9000,11
694542,1,101957,4000,21
102533,1,10418,6000,99
1010939,3,138407,6000,21
1849960,3,27790,2000,24
1503298,3,60042,1000,11
302875,1,30723,9000,24
536622,1,178125,4000,11
404049,1,159683,0000,22
1031478,1,103602,0000,11
1738701,1,161554,5000,31
1747908,1,67601,9000,21
594736,1,58753,5000,37
1329677,1,178506,6000,31
1731168,1,102845,4000,31
1509307,1,26199,4000,31
1357651,1,178347,0000,31
1317963,1,60369,4000,23
1383434,1,157363,4000,32
1693871,1,128718,9000,11
968124,1,99192,4000,22
1816257,1,146512,4000,35
574414,1,136770,6000,31
601178,3,26335,4000,11
519327,3,189209,7000,99
960520,1,94253,8000,37
1230362,1,50089,6000,26
1312005,3,178567,4000,35
852522,3,139040,7000,31
1544774,1,48823,6000,31
1783410,3,178817,8000,33
1658865,3,39529,4000,11
148304,1,15077,0000,37
521315,1,66008,7000,23
1576343,1,73191,7000,31
1883438,3,41482,4000,31
107632,1,43094,2000,38
296555,3,30088,8000,31
911686,1,117698,7000,11
1359783,3,162607,4000,24
1538317,1,196367,4000,26
416017,1,171787,7000,31
754111,1,169248,4000,36
42256,1,169024,9000,25
1826305,1,31176,2000,23
1181571,1,138499,5000,39
1599824,1,95901,5000,38
1483709,1,16733,3000,35
1282327,1,128721,0000,31
290192,1,7782,6000,31
1607498,1,3889,4000,33
753571,3,121357,4000,31
1112765,1,103320,9000,36
1564135,1,74768,0000,31
417631,1,41409,9000,32
1471648,1,87999,4000,22
1323540,1,132780,9000,21
1528401,3,194268,5000,39
435543,1,79587,5000,24
1473824,1,153045,5000,11
1048370,1,140764,6000,31
1224349,1,10728,4000,32
904142,1,55659,0000,11
500480,1,69631,5000,11
111497,1,11345,9000,21
898925,1,90158,6000,11
939941,1,94285,0000,11
248195,1,108131,5000,11
1266538,1,70216,6000,31
641686,3,33784,4000,31
330413,3,189379,2000,11
576852,1,50100,4000,11
957257,1,24997,2000,23
317547,1,72317,2000,38
288671,1,29284,4000,24
668524,1,193601,5000,23
290272,1,37467,8000,33
368880,1,5898,7000,11
377224,1,38233,0000,31
1384310,1,102612,6000,24
421038,1,18091,6000,21
1641161,3,189771,6000,99
754070,3,27405,4000,11
1521714,3,132393,4000,31
1473255,1,16103,4000,31
987692,1,185329,6000,33
1953505,1,96575,9000,38
65634,1,157331,6000,31
916672,1,91967,0000,31
127921,1,35350,6000,22
389631,1,39501,5000,99
1727214,1,113266,4000,31
1681522,1,160239,0000,31
928687,1,138920,4000,21
1567267,3,102915,0000,21
375403,1,8993,4000,31
600207,3,140356,6000,11
102528,1,39657,8000,25
820386,1,63057,6000,99
67000,3,6713,8000,35
673677,1,67884,9000,35
1735855,1,184300,3000,37
826580,3,124426,4000,11
1387715,1,139243,8000,23
1682637,1,116979,4000,31
1501668,1,17158,6000,11
1799083,1,180338,0000,38
350172,1,35522,0000,99
1681434,1,119077,4000,11
1642733,1,164403,9000,33
1180090,1,187612,9000,11
1570283,1,157579,9000,99
1804466,1,194815,4000,23
565795,1,57119,0000,11
858832,1,88460,4000,33
664216,3,128755,7000,11
648328,1,48097,0000,99
258701,1,18109,5000,38
1196548,1,120086,0000,32
1746678,1,174492,4000,34
1816032,1,130755,4000,11
615209,3,172525,6000,37
734388,3,119027,4000,36
400470,1,72679,8000,21
240680,1,173334,4000,11
468256,3,69328,0000,23
1894249,1,72292,5000,25
640134,1,64535,4000,21
1651559,1,165624,0000,36
1211383,1,162495,6000,31
721013,1,72645,9000,33
991536,3,5071,7000,34
1534988,1,85757,4000,34
1400060,1,180179,7000,21
1081584,1,47165,9000,99
1251497,1,81274,4000,31
1588385,1,9457,4000,31
603480,1,20582,4000,31
464388,3,44153,7000,31
124503,1,53557,9000,11
1661129,1,192496,7000,11
570937,1,139363,4000,99
168422,1,3521,4000,32
1307668,1,100266,3000,31
301850,3,91972,5000,25
414051,1,140529,1000,31
760315,1,59006,9000,99
1056253,3,43597,2000,37
1607617,1,195728,5000,11
197769,3,79706,4000,11
1867753,1,59800,8000,11
721391,1,72684,9000,33
1421566,1,23332,4000,11
833564,1,138283,5000,23
1341691,1,134566,0000,11
1542532,1,178247,5000,11
1303642,1,550,4000,99
158846,3,13007,3000,31
699349,3,70492,8000,31
132975,1,121193,4000,11
419152,1,42466,9000,38
1797198,3,111924,4000,31
750608,1,114269,4000,11
1901851,1,2369,7000,11
1855216,1,100948,4000,37
1233037,1,17347,1000,11
313179,1,96645,9000,24
999417,1,23912,4000,32
1634968,3,24659,4000,11
691606,3,151141,7000,11
228697,1,126231,8000,11
622088,1,105656,5000,36
716766,1,193625,4000,11
572197,1,70956,5000,31
1617569,1,10909,5000,11
610208,3,194395,1000,21
112982,3,87224,1000,31
1196402,1,163527,0000,11
1436599,1,87069,1000,33
1853552,1,147953,4000,38
1707043,1,115375,4000,23
1330721,1,150678,4000,36
792057,1,79564,9000,33
1363324,1,173523,1000,37
161785,1,44438,5000,99
1873580,1,49519,4000,21
927246,1,93029,4000,38
833615,1,83731,4000,38
1514775,1,151963,0000,37
182814,1,178843,7000,32
1762179,3,80453,1000,23
1034114,1,42833,5000,11
1840620,3,85483,5000,36
22306,1,155726,4000,11
513803,1,92895,5000,33
53876,3,25415,9000,31
788234,1,178368,4000,11
1372460,1,110089,5000,33
1576343,1,158197,9000,31
1286961,1,129155,0000,11
1224960,1,128501,4000,38
1102357,1,1159,2000,31
1296352,1,39012,4000,11
1844627,3,1829,6000,37
1092424,1,109753,3000,31
623923,1,116758,9000,26
1923224,1,22761,6000,21
1409690,1,138245,6000,23
385284,1,154842,9000,35
1818153,1,63019,3000,11
1819813,1,45851,9000,31
1193395,1,170438,4000,31
111922,3,25411,6000,11
1559478,1,156503,9000,99
671811,1,60954,4000,31
41428,1,158784,6000,11
937331,1,152401,5000,31
1413389,1,171742,4000,11
1470624,3,70132,3000,11
1332829,1,63671,4000,32
1691816,1,169673,9000,33
1518145,1,36847,6000,11
1180371,1,79644,5000,39
1240500,1,167197,9000,38
689082,1,148660,4000,21
295724,1,83099,9000,23
482859,3,185997,6000,11
1351209,3,39277,6000,21
733565,1,83403,2000,21
321472,1,5573,6000,99
1705704,1,171057,9000,99
421525,1,27166,3000,35
1501995,3,31010,6000,99
1243022,1,124807,0000,31
231464,3,178829,4000,31
598464,1,37152,4000,11
90691,3,90380,4000,37
1910201,1,14436,9000,11
131320,1,182321,6000,23
177447,1,18052,9000,32
71153,1,96106,0000,32
195547,1,19809,0000,35
291763,1,116957,4000,32
71872,1,113117,8000,11
129311,1,13158,9000,33
638606,3,69860,3000,22
1421037,1,115950,2000,31
1509777,1,92044,6000,11
1052458,1,129904,9000,31
109182,3,77929,7000,11
1550032,1,140329,6000,11
1820062,1,147420,5000,36
1938868,1,70840,4000,11
1923109,1,76274,5000,11
1671770,1,167644,0000,11
530455,1,13721,3000,31
226154,1,108400,6000,99
653843,3,52942,6000,22
769893,1,93451,4000,31
1324996,1,26768,4000,23
1696509,1,168751,5000,25
1243215,1,117607,7000,22
420528,1,42264,2000,34
1292296,1,104905,9000,33
692930,1,96599,9000,31
1058159,1,96253,6000,99
1371806,1,155833,9000,38
8054,3,123879,4000,11
1521774,1,189230,5000,35
1438325,3,147770,4000,37
1616734,3,86110,2000,33
1350888,1,117222,6000,31
482057,1,48729,5000,38
216288,3,126736,2000,25
1634061,1,163888,0000,37
776969,1,104324,5000,11
599587,1,167790,4000,25
249517,1,25329,0000,22
1712182,3,117346,4000,39
633149,1,159176,4000,23
155997,1,172847,7000,31
452458,1,180416,4000,21
1384310,1,138927,9000,24
1635941,1,50355,6000,11
1890975,1,188791,4000,21
85616,1,79403,0000,31
446436,1,130553,3000,31
1074067,1,107974,0000,26
408403,1,156376,5000,11
473883,1,47939,0000,36
1507616,1,88426,5000,23
501895,1,146223,6000,11
1555154,1,58377,8000,26
949239,1,140285,9000,38
1689130,1,76519,6000,31
1897046,1,1521,5000,11
1134243,3,184446,9000,38
833555,1,28887,6000,24
1565342,1,110635,6000,11
1341022,1,53278,1000,99
286467,1,29044,9000,99
1875976,3,188567,0000,99
272930,1,36695,8000,31
1864229,1,21607,5000,31
139548,3,91410,4000,11
849971,1,108601,4000,31
197354,1,7404,8000,24
1364009,1,172151,6000,31
486267,1,49141,0000,31
850683,1,28873,5000,26
678251,1,151041,4000,21
1505426,1,20486,6000,21
1152031,1,140692,9000,31
1116429,3,60053,3000,35
1622091,1,175222,6000,11
508649,1,194754,3000,36
299778,1,123551,9000,21
1455336,3,7169,5000,33
530455,1,123457,8000,31
1913925,3,179490,7000,11
1796000,1,119383,4000,39
1920583,1,104039,4000,21
1701336,1,163387,5000,37
1474879,3,91760,8000,37
19570,3,169811,4000,25
468851,1,66908,5000,38
1938823,3,86662,2000,23
1643743,1,57015,6000,36
1247381,1,63468,6000,36
1721537,1,122961,4000,23
1567009,1,134,6000,25
123917,1,48902,5000,39
1752534,1,107248,0000,11
1918225,1,108275,3000,31
73357,3,123508,2000,33
861578,1,74185,7000,99
987936,3,1074,7000,11
1082462,1,170080,9000,36
268279,1,27203,9000,33
276628,1,64100,6000,24
522011,1,142673,5000,21
367263,1,174112,0000,35
331559,1,128297,4000,11
915511,3,71284,4000,32
1730487,1,107453,4000,31
168236,1,93908,6000,38
1944049,1,134362,7000,11
1624830,3,126537,5000,11
639178,1,64430,6000,99
1016332,1,11745,4000,11
1596022,1,183717,4000,31
1949449,1,195412,0000,11
927170,3,16439,1000,11
1274114,1,106766,0000,31
1349451,1,10651,5000,11
860506,1,143981,6000,31
396465,1,20311,3000,36
117116,1,78257,4000,31
642241,3,119499,7000,31
1652744,3,180586,6000,99
641479,1,63674,4000,99
1433965,1,174855,5000,11
903607,1,71103,4000,11
1313740,3,121306,4000,31
964048,3,107419,6000,11
1209681,1,120570,4000,31
1113567,1,132434,0000,31
1745042,1,157686,0000,21
1050681,1,38017,8000,11
800792,1,33356,4000,11
118148,1,130371,6000,99
94806,1,138064,5000,32
1249511,1,6019,4000,31
1867670,1,137204,0000,24
396618,1,179606,4000,25
338861,1,145759,8000,24
901134,3,117865,7000,99
1950456,1,195523,9000,36
702303,1,148131,4000,11
1427057,3,65042,0000,39
955318,3,14127,7000,23
846529,1,46426,6000,99
1148453,1,164048,4000,11
1471772,3,162173,0000,31
1185212,1,118979,9000,11
1574823,1,61509,4000,36
399022,1,40377,5000,35
684463,1,52629,6000,31
919443,1,3926,0000,11
1016102,1,135457,0000,11
1362628,1,183272,6000,23
504374,1,194850,8000,11
301539,1,115417,9000,32
1829020,1,95220,4000,37
349120,1,48440,4000,31
1426677,1,141169,0000,33
997869,1,24680,9000,11
432521,1,106702,4000,11
589888,1,103274,6000,23
1698979,1,139600,6000,25
1699601,1,109548,2000,31
501108,3,183274,4000,11
1034834,1,9295,2000,23
791266,1,151042,9000,31
1619156,3,158716,6000,36
1655386,3,37189,3000,36
474083,3,180627,1000,22
537228,1,115334,3000,11
1028318,1,114306,7000,21
1625624,1,193997,1000,31
162295,1,16513,0000,24
49170,1,60048,7000,11
632422,1,63721,0000,25
910002,1,100551,5000,31
1873821,1,99411,0000,36
1791452,1,179597,5000,31
573288,1,126646,0000,31
1848859,1,151208,1000,31
409874,1,127697,4000,21
1141742,1,188769,6000,11
584675,1,124903,7000,22
1281325,1,141730,4000,22
1486652,1,52455,9000,23
334293,1,30127,9000,32
1903182,1,53508,0000,35
258076,3,75502,3000,33
1439415,1,8833,3000,21
446115,1,164920,4000,11
1632750,1,83765,6000,31
1775168,1,139083,9000,11
345508,1,98815,6000,11
437994,1,130472,6000,22
1475974,3,129270,3000,24
1943343,1,37854,5000,11
815721,3,122531,7000,11
329824,1,33446,9000,25
1462711,1,1875,9000,38
1866649,1,10352,1000,11
791094,1,21365,1000,11
318004,1,185529,0000,33
329412,1,86795,4000,11
949373,1,180653,4000,11
391952,1,195987,6000,35
1536641,3,125875,3000,99
1420612,1,60304,9000,31
254473,1,20878,0000,39
284049,1,28808,9000,31
1018056,3,70323,4000,11
147021,1,147449,4000,21
1741431,1,22816,4000,31
1648625,1,13658,9000,38
142775,1,77635,4000,11
455011,3,126296,4000,31
185702,1,194789,2000,22
609972,1,21560,4000,25
61713,3,165660,3000,11
132554,1,13506,9000,21
519990,1,18610,4000,31
18027,1,12626,4000,38
1412347,3,93956,4000,11
1534229,3,179311,1000,35
240628,1,24442,9000,34
1043038,1,46005,4000,38
1542642,1,68653,4000,32
574535,1,148692,7000,11
1530722,1,2013,4000,11
243342,3,114667,4000,21
1074283,1,131324,5000,11
1580345,1,61916,7000,11
1047036,1,134530,4000,31
696730,1,70229,6000,38
1679420,1,168436,0000,38
486124,1,49128,6000,36
911911,1,156362,6000,31
1631312,1,161963,4000,38
1510344,1,166460,4000,11
1741431,1,170429,2000,31
956380,1,95941,9000,38
1530347,3,74283,5000,31
375872,1,155623,5000,25
1589548,1,39237,6000,11
1844091,1,125984,9000,39
575105,1,127086,0000,31
1181236,1,146649,4000,22
569873,1,57519,0000,31
1786927,1,92504,6000,99
1290027,1,129477,0000,36
1698922,1,161482,4000,11
1799557,1,164320,9000,31
1384583,1,6388,4000,31
85464,1,140884,4000,24
794344,1,67372,9000,11
690151,1,69590,9000,34
1820158,1,109817,9000,36
427645,1,37834,4000,25
1077299,1,18173,6000,31
1374611,1,59131,4000,99
1540474,1,28379,4000,36
806303,1,92038,6000,35
1780088,1,178477,6000,99
584238,1,194152,6000,31
985042,1,107618,4000,31
1251693,1,120373,6000,11
1542532,1,90871,8000,11
1196644,1,114912,4000,11
1923273,3,107483,4000,31
1287029,1,190058,6000,31
485240,1,31017,4000,11
1585273,1,116655,4000,31
739467,1,194256,9000,11
1826305,1,167339,1000,23
159047,1,139302,9000,23
893767,1,89636,0000,31
1423864,1,142870,0000,31
1608749,1,24457,8000,11
968390,1,174400,6000,31
223263,1,51537,9000,37
1222879,3,121121,4000,24
1059419,1,106416,5000,32
1637115,3,66523,4000,11
775447,1,134592,6000,31
1886704,1,35084,4000,21
544514,1,69754,5000,37
1599378,3,75369,4000,24
1213366,1,180342,9000,31
1098529,1,163169,6000,31
1770596,1,119989,3000,31
503455,3,133867,4000,36
1642648,1,164829,8000,38
178661,1,79808,9000,35
530547,3,122339,2000,31
638091,1,162552,9000,31
1140984,1,4292,6000,11
1819634,1,95813,6000,22
1404209,1,179127,3000,31
59802,1,143963,9000,31
490439,1,72424,0000,11
1668423,1,167307,9000,99
1342652,1,79096,1000,11
894634,1,90757,3000,38
1721537,1,72380,4000,11
1246865,1,143415,5000,11
1361052,1,29817,9000,35
1700667,1,170559,9000,11
252229,1,151918,6000,21
1709748,1,136129,0000,21
1838829,1,184382,9000,38
1433342,1,84899,4000,38
838379,1,36071,6000,31
280954,1,28496,6000,31
436127,1,123221,4000,36
864810,1,116709,4000,38
826303,1,196363,4000,11
1060923,3,96819,6000,36
1639016,1,76636,4000,23
1756295,1,7990,9000,38
1914135,1,96480,2000,22
223463,3,116409,8000,11
312520,3,116866,1000,11
952483,1,182259,4000,24
142516,3,123464,2000,31
836977,1,97736,8000,38
1547696,1,131729,4000,24
1635109,1,44743,9000,11
828806,1,83275,5000,38
568341,3,49534,9000,99
1484633,1,63111,8000,23
1210122,1,121417,9000,23
308375,3,47183,4000,31
368672,1,126818,6000,39
1763316,3,176892,8000,39
1420829,1,55465,5000,21
1839472,1,184459,6000,99
645994,1,65112,9000,25
1828825,1,99067,5000,31
1396200,1,144786,5000,11
1001919,1,91306,0000,33
1838352,1,81837,5000,22
1908154,1,2855,8000,38
772441,1,190355,7000,11
1250911,1,17315,9000,33
208459,1,69352,5000,37
535911,1,69701,9000,31
1408606,1,164723,5000,26
987409,1,177553,6000,37
1747214,1,192740,4000,23
1757356,1,170067,4000,11
552736,1,78763,1000,11
1187844,3,182500,6000,11
1506052,1,81151,6000,31
377382,1,133281,4000,31
983810,1,195138,1000,31
111497,1,140866,9000,21
1798292,1,169840,4000,11
1399630,1,4546,3000,38
1005876,3,162657,3000,31
1951287,1,195621,4000,35
499328,1,50452,0000,23
980821,1,7770,0000,11
1901012,1,113861,9000,23
825746,1,65536,9000,99
996424,1,182760,4000,22
1787740,1,37739,4000,22
807294,1,1756,4000,11
145268,3,127673,4000,38
1584905,1,160929,4000,39
631016,1,113779,9000,34
455972,1,84495,0000,36
600977,1,188128,4000,38
1000201,1,100399,0000,11
231208,1,153469,4000,11
693403,1,168682,8000,23
1105322,1,156013,3000,34
220812,3,60536,4000,11
1550929,3,146274,6000,11
1934054,1,189007,4000,31
460278,1,52609,8000,31
670175,1,19309,6000,31
1436599,1,75024,0000,33
1136882,1,83854,6000,21
1822134,1,163806,1000,22
1777994,1,42380,5000,23
1700429,1,17385,4000,31
1685387,3,170696,4000,31
378865,1,157660,5000,31
1257837,1,66034,4000,11
1343342,1,134750,8000,11
1112765,1,134879,8000,11
1903722,1,41439,4000,25
1167636,1,5508,8000,39
1722083,1,172721,0000,33
840017,1,20636,9000,25
408733,3,81921,4000,34
1119553,1,82951,6000,99
1751799,1,25358,0000,23
895203,1,89780,0000,37
1000448,1,120124,1000,31
1778234,3,94361,6000,36
792057,1,63254,4000,33
886727,3,68845,8000,11
376043,1,148885,9000,36
401413,3,51737,2000,35
1646043,1,86279,3000,11
1916457,1,126549,4000,11
367263,1,151529,2000,35
1398799,1,144262,4000,11
933361,3,151995,6000,21
1119764,1,171326,9000,11
1357874,1,195064,2000,21
1572582,3,66897,4000,31
1683199,1,172208,5000,38
1652336,1,65549,0000,36
329270,1,185369,0000,25
835664,1,10888,8000,11
1044027,3,37350,4000,35
1503378,1,182766,6000,11
1043076,3,190237,4000,11
1528735,1,174216,4000,11
135598,1,10425,0000,11
188202,3,27887,3000,11
1917457,1,160983,5000,31
1616405,3,13836,4000,11
1422659,1,59788,4000,25
1571462,3,150733,4000,38
1255765,1,178035,6000,38
909902,1,91265,4000,36
118377,1,192312,7000,22
56031,3,5642,8000,31
1197433,1,163123,0000,11
940539,1,113217,4000,31
864752,1,86812,6000,99
150654,1,8750,4000,21
445564,1,128697,8000,33
1608082,1,101051,4000,11
20651,1,27558,9000,22
446115,1,4229,4000,11
124139,1,149811,7000,36
928780,1,63582,4000,11
294034,1,71042,7000,31
250349,3,109734,4000,31
1730744,1,150194,0000,11
856669,1,157933,4000,31
1378640,1,123556,0000,22
721854,1,44131,5000,11
1735561,1,22312,4000,35
1536354,1,75481,6000,31
252462,1,25642,9000,31
13657,1,157998,8000,31
385899,1,39097,0000,32
1069637,1,107498,9000,25
226507,3,23005,0000,34
1154481,1,174602,3000,35
178746,1,180834,6000,31
333998,1,111277,0000,35
1567268,1,72467,8000,11
1518931,3,153682,4000,11
96524,1,117959,5000,26
1520789,1,153338,5000,25
941256,1,94402,9000,35
988659,1,138461,5000,32
1030645,1,140425,4000,34
760315,1,111872,9000,99
255648,1,121672,6000,22
1057329,1,31541,1000,23
1218977,1,79289,0000,22
1072195,1,28466,0000,11
851975,1,33454,4000,31
1384493,1,72527,4000,31
522029,1,154635,4000,23
1187465,3,80979,2000,21
1008750,3,109135,6000,99
1954282,1,76851,5000,11
270943,1,150125,5000,11
1950877,1,5207,8000,31
34921,3,95992,6000,11
1285034,1,123502,0000,22
1080346,1,113330,9000,11
406939,1,41164,9000,21
1735480,1,113153,9000,31
1177719,1,154248,5000,36
1041707,1,5244,4000,11
1111395,1,190418,2000,11
895025,1,93969,4000,31
504374,1,102164,8000,11
1149847,1,99929,4000,34
737530,1,74267,9000,31
1618393,1,50363,6000,31
1952628,3,122316,5000,11
161785,1,16459,9000,33
309231,1,138291,4000,31
1133104,1,72906,7000,37
1371494,1,79883,6000,24
110576,1,159031,9000,11
1349331,1,77901,6000,31
313144,1,143192,7000,11
156102,3,135619,4000,11
68479,3,106267,5000,22
604347,1,145262,4000,34
538502,1,114369,4000,22
747150,1,143458,8000,22
813830,3,54976,6000,11
239106,1,38078,4000,31
1446751,1,93150,4000,21
448752,1,112560,4000,32
210153,1,92257,5000,11
541839,1,147216,9000,22
1323142,1,96069,1000,11
1705083,1,186412,3000,22
248031,1,116427,5000,26
1547397,1,74645,1000,37
1259758,1,176611,7000,33
959414,1,144183,4000,11
207711,3,167748,3000,31
951238,3,32595,9000,11
158430,3,188071,3000,31
787776,1,164881,0000,38
1486468,3,178684,2000,21
812582,1,132581,5000,21
1147404,1,184139,5000,32
1458198,1,173115,4000,31
1838352,1,184330,1000,99
925302,1,173176,5000,36
157810,1,18024,9000,38
185715,1,18863,0000,37
1559478,1,150291,9000,11
877355,1,79188,5000,31
561629,1,35972,4000,39
1799467,1,121067,6000,23
414456,1,41984,9000,99
126492,1,180404,5000,31
77367,1,3317,4000,99
1937614,1,3211,3000,11
1580204,1,18834,3000,21
301539,1,30577,9000,32
949373,1,188813,4000,11
1165367,1,37459,6000,11
1697391,1,24345,9000,31
1207429,1,41106,4000,25
527631,1,53233,5000,38
1667452,1,143735,4000,35
1425872,1,94581,4000,31
309486,3,55829,9000,21
433114,1,43902,6000,99
999464,1,166746,9000,99
381672,1,92378,2000,11
1003154,1,113755,8000,38
235001,1,104056,4000,11
323390,1,195146,7000,31
281518,1,63925,4000,31
1893255,1,177108,1000,36
387287,1,195759,9000,11
1199089,3,149239,6000,11
1208810,1,126611,5000,31
294011,1,186452,6000,99
962342,1,143236,4000,11
1511959,1,166507,2000,31
1315669,1,5297,4000,24
1833217,1,183841,4000,38
810827,1,10790,0000,22
1431890,3,25412,4000,11
1908700,1,151433,4000,99
172236,1,96287,5000,38
930389,1,165612,4000,11
913337,1,141010,9000,21
1442677,3,30396,2000,33
739741,1,190495,8000,26
1192640,1,43522,5000,31
194492,1,19702,4000,38
929215,1,137219,5000,37
830017,1,59665,4000,31
1559728,1,190836,4000,22
1741630,1,118171,9000,11
253600,1,102721,4000,11
1882918,1,168739,4000,11
1349404,1,179528,5000,11
1459047,1,44791,4000,23
535911,1,164481,9000,99
1190381,1,106925,9000,11
806520,1,81469,7000,31
1657911,1,160429,5000,99
499853,1,57945,4000,32
248725,1,35980,4000,21
267461,1,29981,4000,23
1918806,3,192424,9000,24
908281,1,120864,5000,11
1174149,1,155395,6000,34
1056241,1,166708,6000,25
955535,1,63785,9000,37
1693871,1,65385,9000,11
132554,1,61938,9000,21
268279,1,160210,5000,33
1189579,1,177957,4000,39
159491,1,166567,2000,38
266811,1,146743,4000,37
243895,1,182431,4000,11
871546,1,122852,4000,11
108940,1,161782,2000,31
484509,1,186079,4000,35
1145202,1,127331,4000,31
1323540,1,169886,4000,21
1871231,3,90424,4000,37
349044,1,192781,9000,25
1934054,1,182470,4000,11
38094,3,55311,0000,33
515847,1,142765,6000,22
1129006,1,125707,8000,31
28008,3,110642,2000,22
898894,1,90152,0000,33
773682,1,168665,5000,33
309802,1,31418,0000,11
1256791,3,94096,2000,11
409874,1,33220,9000,21
177231,1,188473,9000,99
1572957,1,181539,5000,11
1906621,1,191236,9000,38
1229677,1,83150,4000,39
809190,1,14465,4000,11
1318259,1,82842,7000,31
1530906,3,65942,4000,31
199159,1,100838,9000,11
812582,1,117923,5000,21
1862549,3,24525,6000,11
1670723,1,177348,5000,11
25131,1,104740,5000,26
1582247,1,159758,9000,11
1535736,1,33209,4000,33
1907241,3,122946,2000,26
276828,3,190125,9000,31
456512,3,45508,2000,11
488843,1,187571,5000,38
1509777,1,70301,6000,11
1476700,1,147409,9000,99
1555828,1,23493,6000,11
1546740,1,151448,9000,99
1579790,3,23981,5000,11
452892,1,77147,9000,22
539600,3,173359,6000,22
107632,1,151680,5000,38
443252,3,174190,6000,31
616222,1,30856,6000,31
901981,3,7263,5000,33
1613516,1,73770,5000,31
946131,3,49181,9000,11
521542,1,52854,5000,37
1772424,3,60151,4000,39
1580204,1,146346,8000,21
1112714,1,23169,5000,31
1622828,3,135405,4000,24
123859,3,109168,3000,21
86349,1,35353,0000,36
913337,1,70594,6000,21
723208,1,182526,3000,21
609525,1,185418,6000,33
1756336,1,115354,9000,21
332615,1,33728,0000,38
633093,1,97847,2000,31
952231,1,125714,3000,31
797805,1,52320,5000,23
47770,1,86569,0000,11
1330721,1,133489,9000,36
1688965,1,167100,7000,11
630125,1,192135,8000,38
931244,1,138385,4000,34
316450,1,26817,4000,25
558032,1,109694,2000,23
1593274,1,176249,1000,31
1899235,1,178563,2000,31
855825,3,35265,7000,23
1190976,1,83595,6000,31
1865003,1,25736,3000,25
1736524,3,179097,6000,22
743514,3,34075,5000,11
775621,1,2555,4000,11
681098,3,72867,4000,11
692134,1,89160,6000,31
1547727,1,88734,2000,31
1622510,1,156692,4000,34
1856500,1,180701,9000,23
346897,1,192433,6000,22
1564951,1,81195,4000,31
529067,1,184506,4000,31
1795523,1,179994,9000,36
1607737,1,148064,9000,11
1947250,1,158112,5000,11
1877398,1,194843,5000,23
465117,1,116910,6000,11
354189,1,149903,6000,11
1164500,1,116892,9000,33
261062,1,95798,7000,11
719837,1,72508,4000,31
85043,1,84513,4000,11
646907,1,167787,9000,31
1881091,1,89267,5000,23
703145,1,6534,6000,31
1886704,1,19300,5000,38
270943,1,27487,5000,31
78968,1,70778,1000,23
1347024,1,135124,0000,31
1613516,1,145489,5000,11
1947250,1,106151,5000,11
760172,1,18378,0000,32
1583671,1,191433,0000,11
1710672,1,171531,0000,32
798379,3,82773,7000,11
1151933,1,58861,6000,11
597250,1,2910,3000,34
1470222,3,50362,4000,99
893639,1,171711,9000,38
1561177,3,167374,4000,38
1833823,1,183469,6000,11
314398,1,16181,4000,23
381841,1,38674,9000,24
699558,1,60786,7000,21
456339,1,139847,4000,11
410229,1,161242,4000,31
53299,1,154361,5000,34
368672,1,37378,9000,99
101218,1,155233,6000,31
1392182,1,52678,4000,25
256530,1,4547,4000,11
404263,1,40883,9000,24
1261726,3,31503,3000,11
788357,1,79243,9000,31
1374973,1,8593,5000,37
1206564,3,142148,7000,11
1265988,1,127134,9000,37
1577821,1,158342,0000,37
781597,1,78572,0000,38
728206,1,105831,4000,23
1773238,1,162389,4000,37
1452999,1,145828,9000,11
1879610,1,44542,6000,39
1841367,1,80319,8000,31
824241,1,88341,2000,26
1529702,1,7673,5000,25
1503153,3,24785,6000,31
1537476,1,176391,6000,11
757556,1,76253,9000,11
1441696,1,98847,5000,99
718701,1,17849,4000,31
323150,1,163345,6000,22
1728989,1,171893,4000,11
1689112,1,45865,5000,22
1860572,1,22205,4000,21
1783810,1,128494,9000,11
636569,1,78841,6000,11
270943,1,141108,5000,11
1043038,1,154634,9000,38
1002754,1,145836,4000,24
257624,1,61888,3000,34
1053054,1,116341,5000,31
1669749,1,177971,9000,38
1659240,1,104825,4000,39
331567,1,183293,6000,22
536869,3,98570,6000,36
564880,3,165240,7000,11
1733927,1,100156,4000,38
244274,1,86132,4000,31
1454906,1,17637,1000,33
